0,kindness,-33.358795,-21.821198
1,responsiveness,-32.627884,-22.855595
2,helpfulness,-32.999012,-22.004602
3,generosity,-33.185455,-21.319712
4,friendliness,-33.17007,-21.636976
5,thoughtfulness,-32.58665,-21.42843
6,professionalism,-32.579002,-22.09112
7,reactivity,-32.471733,-22.89057
8,customer service,-31.388111,-24.862022
9,willingness,-33.76035,-21.825047
