0,confort,60.802906,-0.7480092
1,convenience,19.034508,25.526743
2,cleanliness,29.998339,-38.891743
3,quality,-10.799486,-2.5531597
4,balance,13.9059105,21.72692
5,sense,10.47956,25.758144
6,modern conveniences,60.017666,1.1888133
7,thoughtfulness,-32.58665,-21.42843
8,style,3.263754,25.574518
9,personal touch,5.1741347,19.033674
10,comfort,18.824287,25.684553
