0,cosy,-11.183877,25.704304
1,nicely decorate,-8.920402,26.487259
2,stylish,-5.5058,27.776178
3,nicely furnish,-8.983412,26.199907
4,roomy,-9.744366,26.024536
5,neat,-10.4421015,27.194983
6,spacy,-9.916551,24.682808
7,spacious,-9.960972,25.943834
8,specious,-9.752485,25.456842
9,tidy,-10.785841,27.312122
10,cozy,-11.223184,25.731531
